id,brand,price,destination,trip_mins,is_holiday,days_left,start_hour_Afternoon,start_hour_EarlyMorning,start_hour_Evening,start_hour_LateNight,start_hour_Morning,end_hour_Afternoon,end_hour_EarlyMorning,end_hour_Evening,end_hour_LateNight,end_hour_Morning,hand_luggage_7,hand_luggage_10,hand_luggage_12,checked_baggage_0,checked_baggage_20,checked_baggage_23
HAN0132,Bamboo Airways,3826325,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,15,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
HAN0020,Bamboo Airways,3475775,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,16,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
HAN0107,Bamboo Airways,3475775,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,16,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
HAN0002,Bamboo Airways,3826325,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,16,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
HAN0028,Bamboo Airways,3826325,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,16,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
HAN0100,Bamboo Airways,3826325,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,16,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
HAN0004,Bamboo Airways,2635275,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,17,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0023,Bamboo Airways,2635275,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,17,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
HAN0053,Bamboo Airways,2635275,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,17,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0065,Bamboo Airways,2635275,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,17,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0123,Bamboo Airways,2635275,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,17,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0031,Bamboo Airways,2866925,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,17,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0005,Bamboo Airways,1981325,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,18,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0124,Bamboo Airways,1981325,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,18,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0054,Bamboo Airways,2169925,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,18,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0066,Bamboo Airways,2169925,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,18,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0032,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,18,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0006,Bamboo Airways,1981325,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,19,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0033,Bamboo Airways,1981325,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,19,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0103,Bamboo Airways,1981325,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,19,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
HAN0115,Bamboo Airways,1981325,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,19,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0067,Bamboo Airways,2169925,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,19,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0007,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,20,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0024,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,20,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
HAN0034,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,20,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0055,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,20,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0068,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,20,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0125,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,20,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0127,Bamboo Airways,1971418,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,3,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0057,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0072,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,3,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0038,Bamboo Airways,2390587,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0011,Bamboo Airways,2622099,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,3,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0128,Bamboo Airways,1971418,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,4,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0012,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,4,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0039,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,4,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0058,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,4,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0073,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,4,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0129,Bamboo Airways,1971418,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,5,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0013,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,5,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0040,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,5,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0074,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,5,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0075,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,6,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0130,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,6,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0014,Bamboo Airways,2390587,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,6,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0041,Bamboo Airways,2390587,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,6,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0059,Bamboo Airways,2390587,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,6,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0131,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,7,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0015,Bamboo Airways,2390587,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,7,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0042,Bamboo Airways,2390587,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,7,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0076,Bamboo Airways,2390587,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,7,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0016,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,8,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0077,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,8,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0111,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,8,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
HAN0043,Bamboo Airways,2390587,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,8,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0060,Bamboo Airways,2390587,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,8,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0017,Bamboo Airways,2622099,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,9,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0044,Bamboo Airways,2622099,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,9,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0078,Bamboo Airways,2622099,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,9,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0108,Bamboo Airways,2622099,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,9,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
HAN0018,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,10,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0061,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,10,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0079,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,10,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0112,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,10,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
HAN0045,Bamboo Airways,2390587,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,10,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0019,Bamboo Airways,2852590,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,11,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0046,Bamboo Airways,2852590,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,11,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0113,Bamboo Airways,2852590,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,11,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
HAN0062,Bamboo Airways,3117758,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,11,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
HAN0080,Bamboo Airways,3117758,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,11,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
HAN0029,Bamboo Airways,2852590,"Hà Nội (HAN)
Sân bay Nội Bài",130,3,12,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0101,Bamboo Airways,2852590,"Hà Nội (HAN)
Sân bay Nội Bài",130,3,12,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
HAN0109,Bamboo Airways,2852590,"Hà Nội (HAN)
Sân bay Nội Bài",130,3,12,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
HAN0003,Bamboo Airways,3117758,"Hà Nội (HAN)
Sân bay Nội Bài",130,3,12,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
HAN0022,Bamboo Airways,3807193,"Hà Nội (HAN)
Sân bay Nội Bài",130,3,12,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
HAN0025,Bamboo Airways,3458396,"Hà Nội (HAN)
Sân bay Nội Bài",130,3,12,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
HAN0030,Bamboo Airways,3458396,"Hà Nội (HAN)
Sân bay Nội Bài",130,3,12,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
HAN0052,Bamboo Airways,3458396,"Hà Nội (HAN)
Sân bay Nội Bài",130,3,12,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
HAN0097,Bamboo Airways,3458396,"Hà Nội (HAN)
Sân bay Nội Bài",130,3,12,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
HAN0110,Bamboo Airways,3458396,"Hà Nội (HAN)
Sân bay Nội Bài",130,3,12,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
HAN0026,Bamboo Airways,3458396,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,13,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
HAN0098,Bamboo Airways,3458396,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,13,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
HAN0106,Bamboo Airways,3458396,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,13,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
HAN0132,Bamboo Airways,3458396,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,14,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
HAN0001,Bamboo Airways,3807193,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,14,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
HAN0027,Bamboo Airways,3807193,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,14,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
HAN0064,Bamboo Airways,3807193,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,14,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
HAN0099,Bamboo Airways,3807193,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,14,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
HAN0020,Bamboo Airways,3714668,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,15,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
HAN0002,Bamboo Airways,3807193,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,15,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
HAN0028,Bamboo Airways,3807193,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,15,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
HAN0100,Bamboo Airways,3807193,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,15,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
HAN0107,Bamboo Airways,3807193,"Hà Nội (HAN)
Sân bay Nội Bài",130,2,15,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
HAN0004,Bamboo Airways,2635275,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,16,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0023,Bamboo Airways,2635275,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,16,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
HAN0031,Bamboo Airways,2635275,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,16,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0053,Bamboo Airways,2635275,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,16,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0065,Bamboo Airways,2635275,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,16,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0123,Bamboo Airways,2635275,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,16,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0124,Bamboo Airways,1981325,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,17,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0005,Bamboo Airways,2169925,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,17,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0066,Bamboo Airways,2169925,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,17,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0032,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,17,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0054,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,17,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0115,Bamboo Airways,1981325,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,18,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0033,Bamboo Airways,2169925,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,18,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0067,Bamboo Airways,2169925,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,18,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0007,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,19,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0024,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,19,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
HAN0034,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,19,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0055,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,19,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0068,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,19,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0125,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,19,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0035,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,20,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0104,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,20,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
HAN0116,Bamboo Airways,2402600,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,20,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0008,Bamboo Airways,2635275,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,20,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0069,Bamboo Airways,2635275,"Hà Nội (HAN)
Sân bay Nội Bài",130,1,20,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0127,Bamboo Airways,1773563,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,2,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0086,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,2,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0038,Bamboo Airways,2390587,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,2,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
HAN0057,Bamboo Airways,2390587,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,2,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0011,Bamboo Airways,2622099,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,2,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
HAN0128,Bamboo Airways,1773563,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,3,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
HAN0058,Bamboo Airways,1971418,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0073,Bamboo Airways,1971418,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,3,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
HAN0012,Bamboo Airways,2159075,"Hà Nội (HAN)
Sân bay Nội Bài",130,0,3,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
